Sl.No,Transaction ID,Product,Price/Unit,Quantity,Total Spent,Payment Method,Purchase_Mode,Transaction Date,Discount Applied,Transaction_Month_Name,Transaction Day,Transaction Quarter,Revenue,Avg_Spend/Unit,Top sales,Bulk Order,Product Price Band
7439,TXN_8094925,Food,33.5,10.0,335.0,Credit Card,In-store,2022-09-02,Unknown,September,Friday,3,High,33.5,1,0,High
7440,TXN_4778944,Computers and electric accessories,38.0,4.0,152.0,Credit Card,In-store,2023-01-30,False,January,Monday,1,Medium,38.0,0,0,High
7441,TXN_7951378,Milk Products,39.5,10.0,395.0,Credit Card,In-store,2022-01-17,False,January,Monday,1,High,39.5,1,0,High
7442,TXN_5203845,Beverages,23.0,7.0,161.0,Digital Wallet,Online,2022-11-15,Unknown,November,Tuesday,4,High,23.0,0,0,Medium
7443,TXN_6619258,Butchers,8.0,1.0,8.0,Credit Card,Online,2023-12-27,True,December,Wednesday,4,Low,8.0,0,0,Low
7444,TXN_7581115,Furniture,35.0,6.0,210.0,Credit Card,In-store,2022-01-22,True,January,Saturday,1,High,35.0,1,0,High
7445,TXN_6427135,Beverages,21.5,2.0,43.0,Credit Card,In-store,2023-11-09,False,November,Thursday,4,Low,21.5,0,0,Medium
7446,TXN_6015616,Electric household essentials,33.5,4.0,134.0,Cash,Online,2022-05-30,True,May,Monday,2,Medium,33.5,0,0,High
7447,TXN_6770695,Furniture,26.0,3.0,78.0,Cash,In-store,2022-03-31,True,March,Thursday,1,Medium,26.0,0,0,Medium
7448,TXN_1213004,Food,21.5,2.0,43.0,Credit Card,In-store,2022-03-18,False,March,Friday,1,Low,21.5,0,0,Medium
7449,TXN_6896978,Milk Products,8.0,10.0,80.0,Digital Wallet,Online,2022-05-29,Unknown,May,Sunday,2,Medium,8.0,0,0,Low
7450,TXN_6076046,Milk Products,8.0,1.0,8.0,Cash,Online,2024-01-25,True,January,Thursday,1,Low,8.0,0,0,Low
7451,TXN_4594043,Butchers,6.5,7.0,45.5,Credit Card,In-store,2025-01-09,True,January,Thursday,1,Low,6.5,0,0,Low
7452,TXN_1317207,Food,17.0,3.0,51.0,Cash,Online,2023-03-29,False,March,Wednesday,1,Low,17.0,0,0,Low
7453,TXN_7497632,Butchers,35.0,4.0,140.0,Cash,In-store,2022-12-11,False,December,Sunday,4,Medium,35.0,0,0,High
7454,TXN_6841543,Butchers,36.5,3.0,109.5,Cash,In-store,2022-01-03,True,January,Monday,1,Medium,36.5,0,0,High
7455,TXN_1579155,Butchers,5.0,6.0,30.0,Cash,In-store,2023-12-29,True,December,Friday,4,Low,5.0,0,0,Low
7456,TXN_9463668,Electric household essentials,41.0,2.0,82.0,Credit Card,Online,2022-06-26,False,June,Sunday,2,Medium,41.0,0,0,High
7457,TXN_9807056,Milk Products,5.0,4.0,20.0,Digital Wallet,In-store,2022-03-04,False,March,Friday,1,Low,5.0,0,0,Low
7458,TXN_1842699,Electric household essentials,33.5,3.0,100.5,Digital Wallet,Online,2022-06-04,True,June,Saturday,2,Medium,33.5,0,0,High
7459,TXN_7784746,Electric household essentials,41.0,6.0,246.0,Credit Card,Online,2022-04-05,True,April,Tuesday,2,High,41.0,1,0,High
7460,TXN_2025936,Beverages,29.0,2.0,58.0,Digital Wallet,Online,2023-07-26,True,July,Wednesday,3,Low,29.0,0,0,Medium
7461,TXN_5005918,Butchers,38.0,2.0,76.0,Cash,Online,2024-10-18,Unknown,October,Friday,4,Medium,38.0,0,0,High
7462,TXN_6363176,Furniture,6.5,6.0,39.0,Cash,Online,2023-09-13,Unknown,September,Wednesday,3,Low,6.5,0,0,Low
7463,TXN_2415104,Food,17.0,2.0,34.0,Digital Wallet,In-store,2023-05-25,True,May,Thursday,2,Low,17.0,0,0,Low
7464,TXN_2267230,Beverages,29.0,4.0,116.0,Digital Wallet,In-store,2022-11-01,Unknown,November,Tuesday,4,Medium,29.0,0,0,Medium
7465,TXN_3314427,Butchers,21.5,3.0,64.5,Credit Card,In-store,2023-09-22,False,September,Friday,3,Low,21.5,0,0,Medium
7466,TXN_7656897,Butchers,38.0,8.0,304.0,Credit Card,In-store,2023-01-12,Unknown,January,Thursday,1,High,38.0,1,0,High
7467,TXN_7569506,Butchers,41.0,1.0,41.0,Digital Wallet,Online,2022-11-10,False,November,Thursday,4,Low,41.0,0,0,High
7468,TXN_9522873,Computers and electric accessories,11.0,9.0,99.0,Digital Wallet,Online,2022-12-27,False,December,Tuesday,4,Medium,11.0,0,0,Low
7469,TXN_8036485,Beverages,33.5,9.0,301.5,Credit Card,Online,2022-02-28,True,February,Monday,1,High,33.5,1,0,High
7470,TXN_5193663,Patisserie,20.0,5.0,100.0,Digital Wallet,Online,2024-02-11,False,February,Sunday,1,Medium,20.0,0,0,Medium
7471,TXN_6720752,Butchers,33.5,1.0,33.5,Credit Card,Online,2024-04-12,Unknown,April,Friday,2,Low,33.5,0,0,High
7472,TXN_3519634,Butchers,26.0,7.0,182.0,Credit Card,Online,2022-09-28,False,September,Wednesday,3,High,26.0,0,0,Medium
7473,TXN_2651559,Butchers,12.5,8.0,100.0,Digital Wallet,In-store,2022-07-13,Unknown,July,Wednesday,3,Medium,12.5,0,0,Low
7474,TXN_2946597,Computers and electric accessories,33.5,6.0,201.0,Credit Card,In-store,2022-02-11,True,February,Friday,1,High,33.5,1,0,High
7475,TXN_2135357,Butchers,35.0,1.0,35.0,Cash,Online,2023-07-21,True,July,Friday,3,Low,35.0,0,0,High
7476,TXN_7997772,Electric household essentials,5.0,7.0,35.0,Digital Wallet,In-store,2023-03-09,False,March,Thursday,1,Low,5.0,0,0,Low
7477,TXN_7556855,Butchers,38.0,3.0,114.0,Digital Wallet,In-store,2024-01-10,True,January,Wednesday,1,Medium,38.0,0,0,High
7478,TXN_3849990,Furniture,12.5,10.0,125.0,Credit Card,Online,2022-01-27,False,January,Thursday,1,Medium,12.5,0,0,Low
7479,TXN_2860283,Electric household essentials,5.0,2.0,10.0,Credit Card,In-store,2024-06-15,True,June,Saturday,2,Low,5.0,0,0,Low
7480,TXN_9865472,Furniture,41.0,1.0,41.0,Digital Wallet,In-store,2023-05-18,True,May,Thursday,2,Low,41.0,0,0,High
7481,TXN_8059116,Milk Products,9.5,1.0,9.5,Digital Wallet,Online,2022-02-18,Unknown,February,Friday,1,Low,9.5,0,0,Low
7482,TXN_2324066,Beverages,14.0,6.0,84.0,Credit Card,Online,2023-09-28,True,September,Thursday,3,Medium,14.0,0,0,Low
7483,TXN_1731329,Computers and electric accessories,21.5,2.0,43.0,Credit Card,In-store,2022-01-16,True,January,Sunday,1,Low,21.5,0,0,Medium
7484,TXN_5332685,Butchers,32.0,10.0,320.0,Cash,In-store,2022-09-03,False,September,Saturday,3,High,32.0,1,0,High
7485,TXN_8545700,Patisserie,27.5,7.0,192.5,Credit Card,Online,2022-05-13,False,May,Friday,2,High,27.5,1,0,Medium
7486,TXN_9750559,Patisserie,38.0,2.0,76.0,Cash,Online,2023-01-24,True,January,Tuesday,1,Medium,38.0,0,0,High
7487,TXN_2543088,Beverages,35.0,6.0,210.0,Digital Wallet,In-store,2022-04-17,Unknown,April,Sunday,2,High,35.0,1,0,High
7488,TXN_5056575,Food,17.0,1.0,17.0,Cash,Online,2022-03-28,True,March,Monday,1,Low,17.0,0,0,Low
7489,TXN_3404251,Patisserie,12.5,7.0,87.5,Cash,In-store,2024-04-02,True,April,Tuesday,2,Medium,12.5,0,0,Low
7490,TXN_5458839,Food,6.5,9.0,58.5,Credit Card,Online,2023-08-15,True,August,Tuesday,3,Low,6.5,0,0,Low
7491,TXN_6089183,Patisserie,8.0,1.0,8.0,Cash,Online,2024-12-31,Unknown,December,Tuesday,4,Low,8.0,0,0,Low
7492,TXN_7878130,Milk Products,41.0,8.0,328.0,Digital Wallet,In-store,2024-03-20,True,March,Wednesday,1,High,41.0,1,0,High
7493,TXN_1829811,Patisserie,20.0,7.0,140.0,Credit Card,Online,2022-12-20,False,December,Tuesday,4,Medium,20.0,0,0,Medium
7494,TXN_8275640,Butchers,41.0,4.0,164.0,Cash,In-store,2022-07-05,False,July,Tuesday,3,High,41.0,0,0,High
7495,TXN_4265335,Food,33.5,1.0,33.5,Cash,Online,2023-06-22,True,June,Thursday,2,Low,33.5,0,0,High
7496,TXN_9818960,Beverages,6.5,5.0,32.5,Credit Card,In-store,2022-04-08,False,April,Friday,2,Low,6.5,0,0,Low
7497,TXN_5436478,Computers and electric accessories,33.5,8.0,268.0,Cash,Online,2023-12-21,True,December,Thursday,4,High,33.5,1,0,High
7498,TXN_2869668,Patisserie,41.0,4.0,164.0,Digital Wallet,Online,2023-03-27,True,March,Monday,1,High,41.0,0,0,High
7499,TXN_8697688,Computers and electric accessories,17.0,6.0,102.0,Digital Wallet,Online,2022-06-08,True,June,Wednesday,2,Medium,17.0,0,0,Low
7500,TXN_2781577,Electric household essentials,26.0,2.0,52.0,Cash,Online,2023-01-13,False,January,Friday,1,Low,26.0,0,0,Medium
7501,TXN_1322913,Food,23.0,4.0,92.0,Digital Wallet,Online,2022-09-20,True,September,Tuesday,3,Medium,23.0,0,0,Medium
7502,TXN_8255668,Milk Products,20.0,4.0,80.0,Digital Wallet,In-store,2024-09-07,True,September,Saturday,3,Medium,20.0,0,0,Medium
7503,TXN_5546642,Computers and electric accessories,32.0,3.0,96.0,Credit Card,Online,2023-09-09,False,September,Saturday,3,Medium,32.0,0,0,High
7504,TXN_3254399,Butchers,23.0,5.0,115.0,Cash,Online,2023-09-18,False,September,Monday,3,Medium,23.0,0,0,Medium
7505,TXN_3994804,Furniture,23.0,1.0,23.0,Credit Card,In-store,2022-01-08,Unknown,January,Saturday,1,Low,23.0,0,0,Medium
7506,TXN_7263952,Furniture,41.0,1.0,41.0,Credit Card,Online,2022-04-12,Unknown,April,Tuesday,2,Low,41.0,0,0,High
7507,TXN_7517089,Milk Products,6.5,10.0,65.0,Credit Card,In-store,2025-01-02,Unknown,January,Thursday,1,Low,6.5,0,0,Low
7508,TXN_4353166,Computers and electric accessories,6.5,1.0,6.5,Credit Card,In-store,2022-06-21,Unknown,June,Tuesday,2,Low,6.5,0,0,Low
7509,TXN_2755169,Patisserie,6.5,6.0,39.0,Digital Wallet,Online,2022-09-07,Unknown,September,Wednesday,3,Low,6.5,0,0,Low
7510,TXN_4444444,Computers and electric accessories,27.5,1.0,27.5,Credit Card,In-store,2022-11-14,False,November,Monday,4,Low,27.5,0,0,Medium
7511,TXN_6912966,Butchers,33.5,6.0,201.0,Digital Wallet,In-store,2024-10-10,False,October,Thursday,4,High,33.5,1,0,High
7512,TXN_9605931,Electric household essentials,23.0,9.0,207.0,Credit Card,Online,2022-12-26,False,December,Monday,4,High,23.0,1,0,Medium
7513,TXN_2477555,Butchers,5.0,1.0,5.0,Credit Card,In-store,2024-01-01,False,January,Monday,1,Low,5.0,0,0,Low
7514,TXN_3864173,Electric household essentials,23.0,5.0,115.0,Cash,In-store,2023-12-06,True,December,Wednesday,4,Medium,23.0,0,0,Medium
7515,TXN_9371962,Electric household essentials,41.0,2.0,82.0,Digital Wallet,In-store,2022-12-30,Unknown,December,Friday,4,Medium,41.0,0,0,High
7516,TXN_8485060,Furniture,20.0,6.0,120.0,Digital Wallet,Online,2024-07-08,True,July,Monday,3,Medium,20.0,0,0,Medium
7517,TXN_3826429,Electric household essentials,12.5,9.0,112.5,Cash,Online,2024-05-19,False,May,Sunday,2,Medium,12.5,0,0,Low
7518,TXN_6263624,Electric household essentials,35.0,8.0,280.0,Digital Wallet,Online,2023-11-29,False,November,Wednesday,4,High,35.0,1,0,High
7519,TXN_6379138,Food,24.5,9.0,220.5,Credit Card,In-store,2023-12-14,False,December,Thursday,4,High,24.5,1,0,Medium
7520,TXN_2220459,Electric household essentials,21.5,7.0,150.5,Cash,Online,2024-09-28,False,September,Saturday,3,Medium,21.5,0,0,Medium
7521,TXN_9739398,Furniture,33.5,5.0,167.5,Digital Wallet,In-store,2022-07-09,True,July,Saturday,3,High,33.5,0,0,High
7522,TXN_5844928,Beverages,24.5,6.0,147.0,Credit Card,Online,2024-09-09,True,September,Monday,3,Medium,24.5,0,0,Medium
7523,TXN_7095887,Computers and electric accessories,32.0,1.0,32.0,Credit Card,In-store,2024-09-24,Unknown,September,Tuesday,3,Low,32.0,0,0,High
7524,TXN_5442078,Food,23.0,7.0,161.0,Credit Card,Online,2023-07-31,True,July,Monday,3,High,23.0,0,0,Medium
7525,TXN_7093465,Beverages,41.0,8.0,328.0,Credit Card,In-store,2024-07-07,False,July,Sunday,3,High,41.0,1,0,High
7526,TXN_4132764,Computers and electric accessories,21.5,9.0,193.5,Digital Wallet,In-store,2022-05-19,True,May,Thursday,2,High,21.5,1,0,Medium
7527,TXN_7575240,Butchers,26.0,10.0,260.0,Digital Wallet,In-store,2023-05-19,False,May,Friday,2,High,26.0,1,0,Medium
7528,TXN_7853513,Computers and electric accessories,26.0,10.0,260.0,Digital Wallet,In-store,2023-01-14,Unknown,January,Saturday,1,High,26.0,1,0,Medium
7529,TXN_5081040,Electric household essentials,26.0,7.0,182.0,Cash,In-store,2022-01-23,True,January,Sunday,1,High,26.0,0,0,Medium
7530,TXN_8018205,Computers and electric accessories,5.0,7.0,35.0,Cash,Online,2022-05-22,True,May,Sunday,2,Low,5.0,0,0,Low
7531,TXN_4522149,Food,29.0,1.0,29.0,Digital Wallet,Online,2022-12-24,Unknown,December,Saturday,4,Low,29.0,0,0,Medium
7532,TXN_7427224,Butchers,23.0,9.0,207.0,Digital Wallet,Online,2022-08-20,Unknown,August,Saturday,3,High,23.0,1,0,Medium
7533,TXN_2598069,Furniture,33.5,1.0,33.5,Credit Card,In-store,2024-01-31,Unknown,January,Wednesday,1,Low,33.5,0,0,High
7534,TXN_7039780,Furniture,15.5,1.0,15.5,Credit Card,In-store,2024-08-21,Unknown,August,Wednesday,3,Low,15.5,0,0,Low
7535,TXN_2211997,Food,30.5,10.0,305.0,Digital Wallet,Online,2023-05-27,True,May,Saturday,2,High,30.5,1,0,High
7536,TXN_3026600,Furniture,14.0,4.0,56.0,Credit Card,Online,2022-11-03,Unknown,November,Thursday,4,Low,14.0,0,0,Low
7537,TXN_2019445,Milk Products,5.0,10.0,50.0,Digital Wallet,In-store,2023-11-13,Unknown,November,Monday,4,Low,5.0,0,0,Low
7538,TXN_7037135,Food,39.5,3.0,118.5,Credit Card,In-store,2022-04-18,False,April,Monday,2,Medium,39.5,0,0,High
7539,TXN_4030118,Computers and electric accessories,18.5,4.0,74.0,Credit Card,In-store,2022-11-20,False,November,Sunday,4,Medium,18.5,0,0,Low
7540,TXN_1147196,Food,33.5,5.0,167.5,Digital Wallet,Online,2023-02-09,Unknown,February,Thursday,1,High,33.5,0,0,High
7541,TXN_8670643,Milk Products,23.0,1.0,23.0,Digital Wallet,Online,2022-12-18,False,December,Sunday,4,Low,23.0,0,0,Medium
7542,TXN_1794604,Milk Products,8.0,1.0,8.0,Digital Wallet,In-store,2023-07-03,False,July,Monday,3,Low,8.0,0,0,Low
7543,TXN_2563000,Milk Products,29.0,5.0,145.0,Credit Card,Online,2022-10-22,False,October,Saturday,4,Medium,29.0,0,0,Medium
7544,TXN_9712699,Milk Products,12.5,8.0,100.0,Cash,Online,2022-09-08,Unknown,September,Thursday,3,Medium,12.5,0,0,Low
7545,TXN_2763819,Beverages,39.5,6.0,237.0,Digital Wallet,In-store,2022-01-23,Unknown,January,Sunday,1,High,39.5,1,0,High
7546,TXN_2845336,Patisserie,36.5,3.0,109.5,Credit Card,In-store,2022-02-10,Unknown,February,Thursday,1,Medium,36.5,0,0,High
7547,TXN_9901915,Beverages,30.5,9.0,274.5,Credit Card,Online,2023-10-28,True,October,Saturday,4,High,30.5,1,0,High
7548,TXN_6845710,Milk Products,23.0,2.0,46.0,Digital Wallet,Online,2024-11-23,Unknown,November,Saturday,4,Low,23.0,0,0,Medium
7549,TXN_5906554,Beverages,17.0,8.0,136.0,Cash,Online,2023-10-12,False,October,Thursday,4,Medium,17.0,0,0,Low
7550,TXN_3614090,Beverages,35.0,7.0,245.0,Credit Card,In-store,2024-12-01,False,December,Sunday,4,High,35.0,1,0,High
7551,TXN_6989869,Computers and electric accessories,18.5,6.0,111.0,Cash,In-store,2022-02-21,Unknown,February,Monday,1,Medium,18.5,0,0,Low
7552,TXN_1866665,Food,6.5,4.0,26.0,Credit Card,Online,2024-08-22,Unknown,August,Thursday,3,Low,6.5,0,0,Low
7553,TXN_2325423,Food,8.0,6.0,48.0,Cash,In-store,2024-12-17,Unknown,December,Tuesday,4,Low,8.0,0,0,Low
7554,TXN_4287352,Electric household essentials,23.0,1.0,23.0,Credit Card,In-store,2024-11-03,True,November,Sunday,4,Low,23.0,0,0,Medium
7555,TXN_3937470,Computers and electric accessories,20.0,6.0,120.0,Credit Card,In-store,2023-09-04,Unknown,September,Monday,3,Medium,20.0,0,0,Medium
7556,TXN_6145546,Milk Products,15.5,8.0,124.0,Cash,In-store,2023-12-14,False,December,Thursday,4,Medium,15.5,0,0,Low
7557,TXN_5515647,Butchers,11.0,5.0,55.0,Cash,Online,2022-04-27,True,April,Wednesday,2,Low,11.0,0,0,Low
7558,TXN_4885762,Electric household essentials,35.0,8.0,280.0,Digital Wallet,Online,2023-12-22,Unknown,December,Friday,4,High,35.0,1,0,High
7559,TXN_8879912,Patisserie,33.5,1.0,33.5,Credit Card,Online,2024-10-31,True,October,Thursday,4,Low,33.5,0,0,High
7560,TXN_5341621,Food,18.5,4.0,74.0,Credit Card,In-store,2022-07-06,False,July,Wednesday,3,Medium,18.5,0,0,Low
7561,TXN_9439778,Beverages,21.5,10.0,215.0,Cash,In-store,2024-06-09,Unknown,June,Sunday,2,High,21.5,1,0,Medium
7562,TXN_1940400,Electric household essentials,33.5,3.0,100.5,Credit Card,In-store,2023-05-25,True,May,Thursday,2,Medium,33.5,0,0,High
7563,TXN_2359902,Beverages,21.5,7.0,150.5,Digital Wallet,In-store,2024-07-12,False,July,Friday,3,Medium,21.5,0,0,Medium
7564,TXN_2192117,Butchers,38.0,1.0,38.0,Digital Wallet,Online,2023-06-01,True,June,Thursday,2,Low,38.0,0,0,High
7565,TXN_3470018,Beverages,38.0,2.0,76.0,Cash,Online,2022-06-28,False,June,Tuesday,2,Medium,38.0,0,0,High
7566,TXN_5326454,Furniture,35.0,4.0,140.0,Cash,Online,2022-05-06,False,May,Friday,2,Medium,35.0,0,0,High
7567,TXN_6090746,Furniture,21.5,2.0,43.0,Cash,In-store,2022-03-02,True,March,Wednesday,1,Low,21.5,0,0,Medium
7568,TXN_2503668,Food,24.5,7.0,171.5,Credit Card,Online,2024-03-22,False,March,Friday,1,High,24.5,0,0,Medium
7569,TXN_7533209,Patisserie,30.5,10.0,305.0,Credit Card,Online,2024-11-22,False,November,Friday,4,High,30.5,1,0,High
7570,TXN_1499569,Food,29.0,6.0,174.0,Credit Card,Online,2025-01-02,Unknown,January,Thursday,1,High,29.0,0,0,Medium
7571,TXN_4238718,Computers and electric accessories,38.0,2.0,76.0,Credit Card,Online,2024-01-19,False,January,Friday,1,Medium,38.0,0,0,High
7572,TXN_3151678,Beverages,35.0,4.0,140.0,Cash,In-store,2024-01-01,Unknown,January,Monday,1,Medium,35.0,0,0,High
7573,TXN_5550602,Beverages,8.0,1.0,8.0,Credit Card,Online,2023-08-26,Unknown,August,Saturday,3,Low,8.0,0,0,Low
7574,TXN_5215490,Butchers,23.0,1.0,23.0,Digital Wallet,In-store,2024-09-18,False,September,Wednesday,3,Low,23.0,0,0,Medium
7575,TXN_3033931,Milk Products,23.0,1.0,23.0,Cash,In-store,2023-08-17,Unknown,August,Thursday,3,Low,23.0,0,0,Medium
7576,TXN_4195293,Milk Products,21.5,9.0,193.5,Cash,In-store,2023-01-02,False,January,Monday,1,High,21.5,1,0,Medium
7577,TXN_7561034,Electric household essentials,9.5,10.0,95.0,Credit Card,Online,2022-08-25,Unknown,August,Thursday,3,Medium,9.5,0,0,Low
7578,TXN_9862117,Patisserie,8.0,1.0,8.0,Credit Card,Online,2022-05-29,False,May,Sunday,2,Low,8.0,0,0,Low
7579,TXN_8469419,Food,33.5,6.0,201.0,Cash,Online,2023-03-25,True,March,Saturday,1,High,33.5,1,0,High
7580,TXN_9570129,Patisserie,5.0,7.0,35.0,Credit Card,Online,2024-07-13,Unknown,July,Saturday,3,Low,5.0,0,0,Low
7581,TXN_1188804,Computers and electric accessories,32.0,7.0,224.0,Digital Wallet,Online,2024-01-27,True,January,Saturday,1,High,32.0,1,0,High
7582,TXN_7491390,Beverages,12.5,10.0,125.0,Credit Card,Online,2024-12-06,True,December,Friday,4,Medium,12.5,0,0,Low
7583,TXN_1619948,Beverages,15.5,1.0,15.5,Cash,In-store,2022-06-08,Unknown,June,Wednesday,2,Low,15.5,0,0,Low
7584,TXN_1576813,Milk Products,38.0,8.0,304.0,Cash,Online,2024-12-13,True,December,Friday,4,High,38.0,1,0,High
7585,TXN_5956886,Milk Products,15.5,9.0,139.5,Credit Card,In-store,2024-03-17,False,March,Sunday,1,Medium,15.5,0,0,Low
7586,TXN_5995127,Computers and electric accessories,14.0,6.0,84.0,Digital Wallet,Online,2024-09-01,Unknown,September,Sunday,3,Medium,14.0,0,0,Low
7587,TXN_6568002,Beverages,35.0,9.0,315.0,Cash,Online,2024-04-15,Unknown,April,Monday,2,High,35.0,1,0,High
7588,TXN_7819012,Computers and electric accessories,6.5,6.0,39.0,Digital Wallet,Online,2023-07-02,False,July,Sunday,3,Low,6.5,0,0,Low
7589,TXN_6636583,Patisserie,27.5,3.0,82.5,Digital Wallet,Online,2024-01-06,Unknown,January,Saturday,1,Medium,27.5,0,0,Medium
7590,TXN_4907871,Furniture,32.0,1.0,32.0,Digital Wallet,Online,2023-04-26,False,April,Wednesday,2,Low,32.0,0,0,High
7591,TXN_3521811,Patisserie,29.0,1.0,29.0,Cash,Online,2024-09-07,Unknown,September,Saturday,3,Low,29.0,0,0,Medium
7592,TXN_3945230,Electric household essentials,15.5,2.0,31.0,Digital Wallet,Online,2023-04-24,False,April,Monday,2,Low,15.5,0,0,Low
7593,TXN_6272497,Patisserie,24.5,4.0,98.0,Credit Card,In-store,2023-07-06,Unknown,July,Thursday,3,Medium,24.5,0,0,Medium
7594,TXN_9344833,Butchers,6.5,2.0,13.0,Credit Card,In-store,2022-05-28,True,May,Saturday,2,Low,6.5,0,0,Low
7595,TXN_6583758,Furniture,15.5,6.0,93.0,Cash,In-store,2024-04-21,True,April,Sunday,2,Medium,15.5,0,0,Low
7596,TXN_7953083,Electric household essentials,32.0,6.0,192.0,Cash,In-store,2024-07-31,False,July,Wednesday,3,High,32.0,0,0,High
7597,TXN_4545070,Furniture,11.0,3.0,33.0,Cash,In-store,2024-08-13,True,August,Tuesday,3,Low,11.0,0,0,Low
7598,TXN_5872878,Patisserie,29.0,9.0,261.0,Credit Card,In-store,2023-06-20,True,June,Tuesday,2,High,29.0,1,0,Medium
7599,TXN_4053847,Computers and electric accessories,21.5,1.0,21.5,Credit Card,Online,2022-05-29,True,May,Sunday,2,Low,21.5,0,0,Medium
7600,TXN_6053875,Computers and electric accessories,20.0,10.0,200.0,Cash,Online,2024-09-16,False,September,Monday,3,High,20.0,1,0,Medium
7601,TXN_2720959,Butchers,14.0,3.0,42.0,Credit Card,Online,2024-10-22,Unknown,October,Tuesday,4,Low,14.0,0,0,Low
7602,TXN_2284295,Food,23.0,3.0,69.0,Digital Wallet,In-store,2022-10-24,Unknown,October,Monday,4,Low,23.0,0,0,Medium
7603,TXN_5498882,Food,35.0,6.0,210.0,Credit Card,Online,2024-05-18,True,May,Saturday,2,High,35.0,1,0,High
7604,TXN_5162529,Milk Products,15.5,8.0,124.0,Cash,Online,2023-08-22,False,August,Tuesday,3,Medium,15.5,0,0,Low
7605,TXN_7378094,Milk Products,20.0,6.0,120.0,Cash,In-store,2023-12-06,Unknown,December,Wednesday,4,Medium,20.0,0,0,Medium
7606,TXN_2663829,Furniture,39.5,5.0,197.5,Credit Card,In-store,2022-11-28,False,November,Monday,4,High,39.5,1,0,High
7607,TXN_4335324,Food,12.5,2.0,25.0,Cash,Online,2022-11-03,Unknown,November,Thursday,4,Low,12.5,0,0,Low
7608,TXN_4495319,Computers and electric accessories,15.5,6.0,93.0,Cash,Online,2023-04-15,Unknown,April,Saturday,2,Medium,15.5,0,0,Low
7609,TXN_2964837,Beverages,32.0,10.0,320.0,Cash,Online,2025-01-02,True,January,Thursday,1,High,32.0,1,0,High
7610,TXN_3224940,Computers and electric accessories,21.5,3.0,64.5,Digital Wallet,Online,2024-04-29,False,April,Monday,2,Low,21.5,0,0,Medium
7611,TXN_7140517,Butchers,12.5,1.0,12.5,Cash,In-store,2022-07-11,Unknown,July,Monday,3,Low,12.5,0,0,Low
7612,TXN_7384071,Beverages,32.0,10.0,320.0,Cash,In-store,2024-10-25,Unknown,October,Friday,4,High,32.0,1,0,High
7613,TXN_9050173,Furniture,26.0,2.0,52.0,Credit Card,In-store,2024-07-29,Unknown,July,Monday,3,Low,26.0,0,0,Medium
7614,TXN_9101686,Food,39.5,5.0,197.5,Digital Wallet,Online,2023-05-07,Unknown,May,Sunday,2,High,39.5,1,0,High
7615,TXN_6850087,Computers and electric accessories,39.5,5.0,197.5,Digital Wallet,Online,2023-10-29,False,October,Sunday,4,High,39.5,1,0,High
7616,TXN_4057646,Patisserie,14.0,9.0,126.0,Digital Wallet,In-store,2022-08-29,Unknown,August,Monday,3,Medium,14.0,0,0,Low
7617,TXN_3572918,Electric household essentials,12.5,1.0,12.5,Cash,Online,2022-02-16,True,February,Wednesday,1,Low,12.5,0,0,Low
